"year","make","model","engine.fuel.type","engine.hp","engine.cylinders","transmission.type","driven_wheels","number.of.doors","market.category","vehicle.size","vehicle.style","highway.mpg","popularity","msrp"
2012,"Mitsubishi","Eclipse Spyder","regular unleaded",162,4,"AUTOMATIC","front wheel drive",2,"N/A","Compact","Convertible",27,436,28299
2012,"Hyundai","Elantra Touring","regular unleaded",138,4,"AUTOMATIC","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",30,1439,17195
2012,"Suzuki","Equator","regular unleaded",152,4,"MANUAL","rear wheel drive",4,"N/A","Compact","Extended Cab Pickup",23,481,19299
2012,"Volkswagen","GLI","premium unleaded (recommended)",200,4,"AUTOMATED_MANUAL","front wheel drive",4,"Performance","Midsize","Sedan",32,873,26895
2012,"Lexus","HS 250h","regular unleaded",187,4,"AUTOMATIC","front wheel drive",4,"Luxury,Hybrid","Midsize","Sedan",34,454,39800
2012,"Maybach","Landaulet","premium unleaded (required)",620,12,"AUTOMATIC","rear wheel drive",4,"Exotic,Luxury,Performance","Large","Convertible",16,67,1382750
2012,"Lexus","LFA","premium unleaded (required)",552,10,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,Luxury,High-Performance","Compact","Coupe",16,454,375000
2012,"Mercedes-Benz","R-Class","premium unleaded (required)",302,6,"AUTOMATIC","all wheel drive",4,"Crossover,Luxury","Large","Wagon",21,617,52690
2012,"Aston Martin","Rapide","premium unleaded (required)",470,12,"AUTOMATIC","rear wheel drive",4,"Exotic,High-Performance","Large","Sedan",19,259,226850
2012,"Acura","RL","premium unleaded (required)",300,6,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Midsize","Sedan",24,204,48200
2012,"Volkswagen","Routan","flex-fuel (unleaded/E85)",283,6,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Midsize","Passenger Minivan",25,873,34490
2012,"Mercedes-Benz","SLS AMG","premium unleaded (required)",563,8,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,Factory Tuner,Luxury,High-Performance","Compact","Coupe",20,617,189600
2012,"Aston Martin","V12 Vantage","premium unleaded (required)",510,12,"MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",17,259,180535
2012,"Hyundai","Veracruz","regular unleaded",260,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",21,1439,30245
2012,"Aston Martin","Virage","premium unleaded (required)",490,12,"AUTOMATIC","rear wheel drive",2,"Exotic,High-Performance","Midsize","Coupe",18,259,208295
2011,"BMW","1 Series M","premium unleaded (required)",335,6,"MANUAL","rear wheel drive",2,"Factory Tuner,Luxury,High-Performance","Compact","Coupe",26,3916,46135
2011,"Ferrari","599","premium unleaded (required)",611,12,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,High-Performance","Midsize","Coupe",15,2774,320580
2011,"Ferrari","612 Scaglietti","premium unleaded (required)",532,12,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,High-Performance","Large","Coupe",16,2774,313088
2011,"Saab","3-Sep","premium unleaded (recommended)",210,4,"MANUAL","front wheel drive",4,"Luxury","Midsize","Sedan",31,376,28900
2011,"Saab","9-4X","premium unleaded (required)",265,6,"AUTOMATIC","front wheel drive",4,"Crossover,Luxury","Midsize","4dr SUV",25,376,37250
2011,"BMW","ActiveHybrid X6","premium unleaded (required)",480,8,"AUTOMATIC","all wheel drive",4,"Crossover,Luxury,Performance,Hybrid","Midsize","4dr SUV",19,3916,88900
2011,"Nissan","Altima Hybrid","regular unleaded",198,4,"AUTOMATIC","front wheel drive",4,"Hybrid","Midsize","Sedan",33,2009,26800
2011,"Chevrolet","Aveo","regular unleaded",108,4,"MANUAL","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",35,1385,15365
2011,"Bentley","Continental GTC Speed","flex-fuel (premium unleaded required/E85)",600,12,"AUTOMATIC","all wheel drive",2,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance","Midsize","Convertible",17,520,236100
2011,"Ford","Crown Victoria","flex-fuel (unleaded/E85)",239,8,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Sedan",24,5657,29905
2011,"Cadillac","DTS","premium unleaded (recommended)",292,8,"AUTOMATIC","front wheel drive",4,"Luxury","Large","Sedan",23,1624,59875
2011,"Honda","Element","regular unleaded",166,4,"AUTOMATIC","all wheel drive",4,"Crossover","Compact","4dr SUV",24,2202,24185
2011,"Lotus","Elise","premium unleaded (required)",189,4,"MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Convertible",27,613,51845
2011,"Mitsubishi","Endeavor","premium unleaded (recommended)",225,6,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",21,436,28299
2011,"Ford","Escape Hybrid","regular unleaded",177,4,"AUTOMATIC","front wheel drive",4,"Crossover,Hybrid","Compact","4dr SUV",31,5657,30570
2011,"Lotus","Exige","premium unleaded (recommended)",240,4,"MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",26,613,65690
2011,"Lexus","GS 460","premium unleaded (required)",342,8,"AUTOMATIC","rear wheel drive",4,"Luxury,High-Performance","Midsize","Sedan",24,454,55370
2011,"Chevrolet","HHR","flex-fuel (unleaded/E85)",155,4,"MANUAL","front wheel drive",4,"Flex Fuel","Compact","Wagon",32,1385,18720
2011,"Buick","Lucerne","flex-fuel (unleaded/E85)",227,6,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Large","Sedan",27,155,29730
2011,"Infiniti","M37","premium unleaded (recommended)",330,6,"AUTOMATIC","all wheel drive",4,"Luxury","Large","Sedan",24,190,49200
2011,"Infiniti","M56","premium unleaded (required)",420,8,"AUTOMATIC","all wheel drive",4,"Luxury","Large","Sedan",23,190,60950
2011,"Lincoln","MKZ Hybrid","regular unleaded",191,4,"AUTOMATIC","front wheel drive",4,"Luxury,Hybrid","Midsize","Sedan",36,61,34645
2011,"Dodge","Nitro","regular unleaded",260,6,"AUTOMATIC","four wheel drive",4,"Crossover,Performance","Midsize","4dr SUV",21,1851,28995
2011,"Ford","Ranger","regular unleaded",143,4,"MANUAL","rear wheel drive",2,"N/A","Compact","Regular Cab Pickup",27,5657,18160
2011,"Volvo","S40","regular unleaded",227,5,"AUTOMATIC","front wheel drive",4,"Luxury","Compact","Sedan",30,870,27750
2011,"Cadillac","STS","regular unleaded",302,6,"AUTOMATIC","rear wheel drive",4,"Luxury","Large","Sedan",27,1624,47280
2011,"Lincoln","Town Car","flex-fuel (unleaded/E85)",239,8,"AUTOMATIC","rear wheel drive",4,"Flex Fuel,Luxury","Large","Sedan",24,61,47225
2011,"Mazda","Tribute","regular unleaded",171,4,"AUTOMATIC","front wheel drive",4,"Crossover","Compact","4dr SUV",28,586,25700
2011,"Volvo","V50","regular unleaded",227,5,"AUTOMATIC","front wheel drive",4,"Luxury","Compact","Wagon",30,870,32850
2010,"Bentley","Brooklands","premium unleaded (required)",530,8,"AUTOMATIC","rear wheel drive",2,"Exotic,Luxury,High-Performance","Large","Coupe",15,520,340990
2010,"Dodge","Dakota","regular unleaded",210,6,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Compact","Crew Cab Pickup",20,1851,26325
2010,"Infiniti","EX35","premium unleaded (recommended)",297,6,"AUTOMATIC","rear wheel drive",4,"Crossover,Luxury","Midsize","4dr SUV",24,190,33800
2010,"Ford","Explorer Sport Trac","regular unleaded",210,6,"AUTOMATIC","rear wheel drive",4,"Crossover","Compact","Crew Cab Pickup",20,5657,33065
2010,"Infiniti","FX35","premium unleaded (required)",303,6,"AUTOMATIC","rear wheel drive",4,"Crossover,Luxury","Midsize","4dr SUV",23,190,42850
2010,"Infiniti","FX50","premium unleaded (required)",390,8,"AUTOMATIC","all wheel drive",4,"Crossover,Luxury,High-Performance","Midsize","4dr SUV",20,190,59000
2010,"Pontiac","G6","regular unleaded",164,4,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",30,210,21275
2010,"HUMMER","H3","flex-fuel (unleaded/E85)",300,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel,Luxury","Midsize","4dr SUV",16,130,41705
2010,"HUMMER","H3T","flex-fuel (unleaded/E85)",300,8,"AUTOMATIC","four wheel drive",4,"Crossover,Flex Fuel,Luxury","Compact","Crew Cab Pickup",16,130,39205
2010,"Infiniti","M35","premium unleaded (recommended)",303,6,"AUTOMATIC","rear wheel drive",4,"Luxury,Performance","Large","Sedan",25,190,45800
2010,"Infiniti","M45","premium unleaded (required)",325,8,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Large","Sedan",20,190,54650
2010,"Lamborghini","Murcielago","premium unleaded (required)",670,12,"AUTOMATED_MANUAL","all wheel drive",2,"Exotic,Factory Tuner,High-Performance","Compact","Coupe",14,1158,450000
2010,"Chrysler","PT Cruiser","regular unleaded",150,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Wagon",24,1013,18275
2010,"Dodge","Ram Pickup 1500","flex-fuel (unleaded/E85)",310,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",18,1851,31730
2010,"Volvo","V70","premium unleaded (recommended)",235,6,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Wagon",27,870,33550
2010,"Pontiac","Vibe","regular unleaded",158,4,"AUTOMATIC","all wheel drive",4,"Hatchback","Compact","4dr Hatchback",26,210,20275
2009,"Nissan","350Z","regular unleaded",306,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Convertible",24,2009,41570
2009,"Saab","9-7X","regular unleaded",390,8,"AUTOMATIC","all wheel drive",4,"Luxury","Midsize","4dr SUV",16,376,49105
2009,"Bentley","Arnage","premium unleaded (required)",500,8,"AUTOMATIC","rear wheel drive",4,"Exotic,Factory Tuner,Luxury,High-Performance","Large","Sedan",14,520,270990
2009,"Chrysler","Aspen","regular unleaded",385,8,"AUTOMATIC","four wheel drive",4,"Hybrid","Large","4dr SUV",22,1013,45270
2009,"Bentley","Azure","premium unleaded (required)",450,8,"AUTOMATIC","rear wheel drive",2,"Exotic,Luxury,Performance","Large","Convertible",15,520,334990
2009,"Kia","Borrego","regular unleaded",337,8,"AUTOMATIC","rear wheel drive",4,"N/A","Midsize","4dr SUV",22,1720,30995
2009,"Spyker","C8","premium unleaded (required)",400,8,"MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",18,2,209990
2009,"Mercedes-Benz","CLK-Class","premium unleaded (required)",268,6,"AUTOMATIC","rear wheel drive",2,"Luxury,Performance","Midsize","Convertible",25,617,56100
2009,"GMC","Envoy","regular unleaded",285,6,"AUTOMATIC","four wheel drive",4,"N/A","Midsize","4dr SUV",20,549,35615
2009,"Ferrari","F430","premium unleaded (required)",483,8,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",16,2774,200054
2009,"Infiniti","G37","premium unleaded (required)",328,6,"AUTOMATIC","rear wheel drive",4,"Luxury,Performance","Midsize","Sedan",26,190,33700
2009,"Pontiac","G3","regular unleaded",106,4,"MANUAL","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",34,210,14335
2009,"Pontiac","G5","regular unleaded",155,4,"MANUAL","front wheel drive",2,"N/A","Compact","Coupe",37,210,16980
2009,"Pontiac","G8","regular unleaded",355,8,"AUTOMATIC","rear wheel drive",4,"High-Performance","Large","Sedan",24,210,31755
2009,"Lexus","GX 470","premium unleaded (required)",263,8,"AUTOMATIC","four wheel drive",4,"Luxury","Midsize","4dr SUV",18,454,47615
2009,"Volkswagen","Rabbit","regular unleaded",170,5,"AUTOMATIC","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",29,873,19340
2009,"Mitsubishi","Raider","regular unleaded",210,6,"AUTOMATIC","rear wheel drive",4,"N/A","Compact","Extended Cab Pickup",20,436,24235
2009,"Kia","Rondo","regular unleaded",192,6,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Wagon",26,1720,19495
2009,"Honda","S2000","premium unleaded (required)",237,4,"MANUAL","rear wheel drive",2,"Factory Tuner,High-Performance","Compact","Convertible",25,2202,36995
2009,"Mercedes-Benz","SLR McLaren","premium unleaded (required)",617,8,"AUTOMATIC","rear wheel drive",2,"Exotic,Factory Tuner,Luxury,High-Performance","Compact","Convertible",16,617,495000
2009,"Pontiac","Solstice","premium unleaded (recommended)",173,4,"MANUAL","rear wheel drive",2,"Performance","Compact","Convertible",25,210,24275
2009,"Kia","Spectra","regular unleaded",138,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",30,1720,13550
2009,"Cadillac","STS-V","premium unleaded (required)",469,8,"AUTOMATIC","rear wheel drive",4,"Factory Tuner,Luxury,High-Performance","Large","Sedan",19,1624,81795
2009,"Ford","Taurus X","regular unleaded",263,6,"AUTOMATIC","front wheel drive",4,"Crossover","Large","Wagon",24,5657,32325
2009,"Pontiac","Torrent","regular unleaded",185,6,"AUTOMATIC","front wheel drive",4,"Crossover","Compact","4dr SUV",24,210,24820
2009,"Volkswagen","Touareg 2","diesel",221,6,"AUTOMATIC","all wheel drive",4,"Crossover,Diesel","Midsize","4dr SUV",25,873,42800
2009,"Chevrolet","TrailBlazer","regular unleaded",285,6,"AUTOMATIC","four wheel drive",4,"N/A","Midsize","4dr SUV",20,1385,35770
2009,"Mazda","Tribute Hybrid","regular unleaded",177,4,"AUTOMATIC","front wheel drive",4,"Crossover,Hybrid","Compact","4dr SUV",31,586,29175
2009,"Suzuki","XL7","regular unleaded",252,6,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",24,481,28280
2009,"Cadillac","XLR-V","premium unleaded (required)",443,8,"AUTOMATIC","rear wheel drive",2,"Factory Tuner,Luxury,High-Performance","Compact","Convertible",23,1624,104215
2009,"Cadillac","XLR","premium unleaded (recommended)",320,8,"AUTOMATIC","rear wheel drive",2,"Luxury","Compact","Convertible",24,1624,86215
2008,"Toyota","Camry Solara","regular unleaded",210,6,"AUTOMATIC","front wheel drive",2,"N/A","Midsize","Convertible",26,2031,27440
2008,"Chrysler","Crossfire","premium unleaded (required)",215,6,"MANUAL","rear wheel drive",2,"Performance","Compact","Convertible",23,1013,39130
2008,"Hyundai","Entourage","regular unleaded",250,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Passenger Minivan",23,1439,29895
2008,"Infiniti","FX45","premium unleaded (required)",320,8,"AUTOMATIC","all wheel drive",4,"Crossover,Luxury","Midsize","4dr SUV",17,190,50100
2008,"Infiniti","G35","premium unleaded (required)",306,6,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Sedan",24,190,32250
2008,"Dodge","Magnum","premium unleaded (recommended)",425,8,"AUTOMATIC","rear wheel drive",4,"Factory Tuner,High-Performance","Large","Wagon",18,1851,38105
2008,"Chevrolet","Malibu Classic","regular unleaded",219,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",29,1385,20320
2008,"Lincoln","Mark LT","regular unleaded",300,8,"AUTOMATIC","rear wheel drive",4,"Luxury","Large","Crew Cab Pickup",16,61,38915
2008,"Volkswagen","R32","premium unleaded (required)",250,6,"AUTOMATED_MANUAL","all wheel drive",2,"Hatchback,Performance","Compact","2dr Hatchback",23,873,32990
2008,"Lamborghini","Reventon","premium unleaded (required)",650,12,"AUTOMATED_MANUAL","all wheel drive",2,"Exotic,High-Performance","Compact","Coupe",14,1158,1500000
2008,"Audi","RS 4","premium unleaded (required)",420,8,"MANUAL","all wheel drive",2,"Factory Tuner,Luxury,High-Performance","Compact","Convertible",19,3105,81900
2008,"Lexus","RX 400h","premium unleaded (required)",268,6,"AUTOMATIC","front wheel drive",4,"Crossover,Luxury,Hybrid","Midsize","4dr SUV",24,454,42080
2008,"BMW","Z4 M","premium unleaded (required)",330,6,"MANUAL","rear wheel drive",2,"Factory Tuner,Luxury,High-Performance","Compact","Coupe",23,3916,50400
2007,"Subaru","B9 Tribeca","premium unleaded (required)",245,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",21,640,29995
2007,"Dodge","Caravan","regular unleaded",170,6,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Passenger Minivan",24,1851,22995
2007,"Ford","Five Hundred","regular unleaded",203,6,"AUTOMATIC","all wheel drive",4,"N/A","Large","Sedan",23,5657,28460
2007,"Ford","Freestar","regular unleaded",201,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Passenger Minivan",21,5657,26665
2007,"Ford","Freestyle","regular unleaded",203,6,"AUTOMATIC","all wheel drive",4,"Crossover","Large","Wagon",22,5657,27770
2007,"Lexus","GS 430","premium unleaded (required)",290,8,"AUTOMATIC","rear wheel drive",4,"Luxury,Performance","Midsize","Sedan",23,454,52375
2007,"Lexus","LX 470","regular unleaded",268,8,"AUTOMATIC","four wheel drive",4,"Luxury","Midsize","4dr SUV",15,454,67395
2007,"Chevrolet","Malibu Maxx","regular unleaded",217,6,"AUTOMATIC","front wheel drive",4,"Hatchback","Midsize","4dr Hatchback",28,1385,20575
2007,"Mazda","Mazdaspeed 6","premium unleaded (required)",274,4,"MANUAL","all wheel drive",4,"Factory Tuner,Performance","Midsize","Sedan",23,586,29925
2007,"Chevrolet","Monte Carlo","regular unleaded",303,8,"AUTOMATIC","front wheel drive",2,"Performance","Midsize","Coupe",24,1385,27740
2007,"Buick","Rainier","regular unleaded",291,6,"AUTOMATIC","all wheel drive",4,"N/A","Midsize","4dr SUV",20,155,33570
2007,"Buick","Rendezvous","regular unleaded",196,6,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",23,155,28765
2007,"GMC","Sierra 1500 Classic","flex-fuel (unleaded/E85)",295,8,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",19,549,30930
2007,"Chevrolet","Silverado 1500 Classic","regular unleaded",285,8,"AUTOMATIC","four wheel drive",2,"Flex Fuel","Large","Regular Cab Pickup",18,1385,26685
2007,"Buick","Terraza","regular unleaded",240,6,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Midsize","Passenger Minivan",23,155,30780
2006,"Saab","9-2X","premium unleaded (required)",230,4,"MANUAL","all wheel drive",4,"Luxury,Performance","Compact","Wagon",25,376,26950
2006,"Porsche","Cayman S","premium unleaded (required)",295,6,"MANUAL","rear wheel drive",2,"Luxury,High-Performance","Compact","Coupe",26,1715,58900
2006,"Maserati","Coupe","premium unleaded (required)",390,8,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,Luxury,High-Performance","Compact","Coupe",18,238,87577
2006,"GMC","Envoy XL","regular unleaded",291,6,"AUTOMATIC","four wheel drive",4,"N/A","Large","4dr SUV",18,549,33160
2006,"Maserati","GranSport","premium unleaded (required)",401,8,"AUTOMATIC","rear wheel drive",2,"Exotic,Factory Tuner,Luxury,High-Performance","Compact","Coupe",18,238,98872
2006,"Lexus","GS 300","premium unleaded (required)",245,6,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Sedan",27,454,43150
2006,"Ford","GT","premium unleaded (required)",550,8,"MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",19,5657,149995
2006,"Pontiac","GTO","premium unleaded (required)",400,8,"AUTOMATIC","rear wheel drive",2,"High-Performance","Midsize","Coupe",19,210,31290
2006,"Lexus","LS 430","premium unleaded (required)",278,8,"AUTOMATIC","rear wheel drive",4,"Luxury,Performance","Large","Sedan",23,454,56525
2006,"BMW","M","premium unleaded (required)",330,6,"MANUAL","rear wheel drive",2,"Factory Tuner,Luxury,High-Performance","Compact","Coupe",22,3916,49300
2006,"Pontiac","Montana SV6","regular unleaded",201,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Passenger Minivan",23,210,24250
2006,"Mitsubishi","Montero","regular unleaded",215,6,"AUTOMATIC","four wheel drive",4,"N/A","Midsize","4dr SUV",17,436,36159
2006,"Mazda","MPV","regular unleaded",200,6,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Passenger Minivan",23,586,28515
2006,"Infiniti","Q45","premium unleaded (required)",340,8,"AUTOMATIC","rear wheel drive",4,"Luxury,Performance","Large","Sedan",22,190,58100
2006,"Acura","RSX","regular unleaded",155,4,"MANUAL","front wheel drive",2,"Hatchback,Luxury","Compact","2dr Hatchback",31,204,20325
2006,"GMC","Sierra 1500HD","regular unleaded",300,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Crew Cab Pickup",16,549,34640
2006,"Chevrolet","SSR","regular unleaded",395,8,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Regular Cab Pickup",18,1385,39240
2006,"Dodge","Stratus","regular unleaded",200,6,"AUTOMATIC","front wheel drive",4,"Performance","Midsize","Sedan",25,1851,23755
2006,"Chevrolet","TrailBlazer EXT","regular unleaded",291,6,"AUTOMATIC","rear wheel drive",4,"N/A","Large","4dr SUV",19,1385,27980
2006,"Aston Martin","V12 Vanquish","premium unleaded (required)",520,12,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,Factory Tuner,High-Performance","Compact","Coupe",16,259,260000
2006,"Suzuki","Verona","regular unleaded",155,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",25,481,20299
2006,"Scion","xA","regular unleaded",103,4,"AUTOMATIC","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",35,105,13580
2006,"Suzuki","XL-7","regular unleaded",185,6,"AUTOMATIC","four wheel drive",4,"N/A","Midsize","4dr SUV",20,481,24899
2006,"Lincoln","Zephyr","regular unleaded",221,6,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Sedan",26,61,28995
2005,"Audi","allroad quattro","regular unleaded",250,6,"MANUAL","all wheel drive",4,"Crossover,Luxury,Performance","Midsize","Wagon",21,3105,40250
2005,"Chevrolet","Astro Cargo","regular unleaded",190,6,"AUTOMATIC","rear wheel drive",3,"N/A","Large","Cargo Minivan",20,1385,22930
2005,"Chevrolet","Astro","regular unleaded",190,6,"AUTOMATIC","rear wheel drive",3,"N/A","Large","Passenger Minivan",20,1385,24430
2005,"Lincoln","Aviator","premium unleaded (required)",302,8,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","4dr SUV",17,61,40635
2005,"Pontiac","Aztek","regular unleaded",185,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",22,210,24445
2005,"Chevrolet","Blazer","regular unleaded",190,6,"MANUAL","four wheel drive",2,"N/A","Compact","2dr SUV",17,1385,24305
2005,"Pontiac","Bonneville","premium unleaded (required)",275,8,"AUTOMATIC","front wheel drive",4,"Performance","Large","Sedan",22,210,35585
2005,"Porsche","Carrera GT","premium unleaded (required)",605,10,"MANUAL","rear wheel drive",2,"Exotic,Luxury,High-Performance","Compact","Convertible",15,1715,440000
2005,"Chevrolet","Cavalier","regular unleaded",140,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",33,1385,16290
2005,"Toyota","Celica","regular unleaded",140,4,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",30,2031,17670
2005,"Buick","Century","regular unleaded",175,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",27,155,22040
2005,"Chevrolet","Classic","regular unleaded",140,4,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",31,1385,19690
2005,"Cadillac","DeVille","regular unleaded",275,8,"AUTOMATIC","front wheel drive",4,"Luxury","Large","Sedan",22,1624,51600
2005,"Toyota","ECHO","regular unleaded",108,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",38,2031,10985
2005,"GMC","Envoy XUV","regular unleaded",275,6,"AUTOMATIC","four wheel drive",4,"N/A","Large","4dr SUV",17,549,36115
2005,"Land Rover","Freelander","regular unleaded",174,6,"AUTOMATIC","all wheel drive",4,"Crossover,Luxury","Compact","4dr SUV",19,258,26830
2005,"Pontiac","Grand Am","regular unleaded",175,6,"AUTOMATIC","front wheel drive",2,"N/A","Midsize","Coupe",27,210,23750
2005,"Buick","LeSabre","regular unleaded",205,6,"AUTOMATIC","front wheel drive",4,"N/A","Large","Sedan",27,155,26725
2005,"Mazda","Mazdaspeed MX-5 Miata","premium unleaded (required)",178,4,"MANUAL","rear wheel drive",2,"Factory Tuner,Performance","Compact","Convertible",24,586,25780
2005,"Pontiac","Montana","regular unleaded",200,6,"AUTOMATIC","all wheel drive",4,"N/A","Midsize","Passenger Minivan",21,210,30210
2005,"Toyota","MR2 Spyder","regular unleaded",138,4,"AUTOMATED_MANUAL","rear wheel drive",2,"Performance","Compact","Convertible",30,2031,26145
2005,"Buick","Park Avenue","premium unleaded (required)",240,6,"AUTOMATIC","front wheel drive",4,"Performance","Large","Sedan",26,155,40730
2005,"GMC","Safari Cargo","regular unleaded",190,6,"AUTOMATIC","rear wheel drive",3,"N/A","Large","Cargo Minivan",20,549,22930
2005,"GMC","Safari","regular unleaded",190,6,"AUTOMATIC","rear wheel drive",3,"N/A","Large","Passenger Minivan",20,549,24430
2005,"Maserati","Spyder","premium unleaded (required)",385,8,"MANUAL","rear wheel drive",2,"Exotic,Luxury,High-Performance","Compact","Convertible",15,238,87252
2005,"Pontiac","Sunfire","regular unleaded",140,4,"MANUAL","front wheel drive",2,"N/A","Compact","Coupe",32,210,15205
2005,"Ferrari","Superamerica","premium unleaded (required)",532,12,"MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Convertible",15,2774,281170
2005,"Ford","Thunderbird","premium unleaded (required)",280,8,"AUTOMATIC","rear wheel drive",2,"Performance","Midsize","Convertible",22,5657,38355
2005,"Chevrolet","Venture","regular unleaded",185,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Passenger Minivan",24,1385,30760
2004,"Ferrari","360","premium unleaded (required)",400,8,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",15,2774,157767
2004,"Ferrari","575M","premium unleaded (required)",515,12,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",16,2774,228339
2004,"Oldsmobile","Alero","regular unleaded",170,6,"AUTOMATIC","front wheel drive",2,"N/A","Midsize","Coupe",27,26,23335
2004,"Oldsmobile","Bravada","regular unleaded",275,6,"AUTOMATIC","rear wheel drive",4,"N/A","Midsize","4dr SUV",19,26,33920
2004,"Chrysler","Concorde","regular unleaded",200,6,"AUTOMATIC","front wheel drive",4,"N/A","Large","Sedan",27,1013,23480
2004,"Mitsubishi","Diamante","premium unleaded (required)",205,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",23,436,24999
2004,"Lotus","Esprit","premium unleaded (required)",350,8,"MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",21,613,93225
2004,"Ford","F-150 Heritage","regular unleaded",202,6,"MANUAL","rear wheel drive",4,"N/A","Large","Extended Cab Pickup",19,5657,22295
2004,"Dodge","Intrepid","regular unleaded",234,6,"AUTOMATIC","front wheel drive",4,"N/A","Large","Sedan",25,1851,25415
2004,"Mitsubishi","Montero Sport","regular unleaded",197,6,"AUTOMATIC","rear wheel drive",4,"N/A","Midsize","4dr SUV",19,436,26199
2004,"Chevrolet","S-10","regular unleaded",190,6,"AUTOMATIC","four wheel drive",4,"N/A","Compact","Crew Cab Pickup",18,1385,24660
2004,"Cadillac","Seville","regular unleaded",275,8,"AUTOMATIC","front wheel drive",4,"Luxury","Large","Sedan",24,1624,45975
2004,"Oldsmobile","Silhouette","regular unleaded",185,6,"AUTOMATIC","all wheel drive",4,"N/A","Midsize","Passenger Minivan",22,26,36795
2004,"Volvo","V40","premium unleaded (required)",170,4,"AUTOMATIC","front wheel drive",4,"Luxury","Compact","Wagon",27,870,25700
2004,"Suzuki","Vitara","regular unleaded",165,6,"AUTOMATIC","four wheel drive",4,"N/A","Compact","4dr SUV",20,481,19199
